Common name,Species,Year,Startyear,Endyear,Location,Latitude,Longitude,Breeding status,Age Group,Prey.type,Prey.species,FoO,Num Freq,Freq Biomass,Prey size,SD,Sample.size,Sample.type,Source,Reference,Notes
Black-legged kittiwake,Rissa tridactyla,2006,2006,2006,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeels (all age groups),Ammodytes marinus,0.79,0.96,0.64,Modal length = 5 cm,,53,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et 2013  JNCC Report, No. 475b",
Black-legged kittiwake,Rissa tridactyla,2006,2006,2006,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (0 group),,,,0.01,,,53,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et 2013  JNCC Report, No. 475b",
Black-legged kittiwake,Rissa tridactyla,2006,2006,2006,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (1+ group),,,,0.63,,,53,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et 2013  JNCC Report, No. 475b",
Black-legged kittiwake,Rissa tridactyla,2006,2006,2006,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Clupeidae,Clupeidae,0.42,,0.29,,,53,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et 2013  JNCC Report, No. 475b",
Black-legged kittiwake,Rissa tridactyla,2006,2006,2006,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Gadids,Gadidae,0.13,,,,,53,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et 2013  JNCC Report, No. 475b",
Black-legged kittiwake,Rissa tridactyla,2006,2006,2006,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Pipefish,Entelurus aequoreus,0.43,,,,,53,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et 2013  JNCC Report, No. 475b",
Black-legged kittiwake,Rissa tridactyla,2006,2006,2006,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Cottidae,Cottidae,0.01,,,,,53,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et 2013  JNCC Report, No. 475b",
Black-legged kittiwake,Rissa tridactyla,2006,2006,2006,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Other,Other,,,0.06,,,53,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et 2013  JNCC Report, No. 475b",
Black-legged kittiwake,Rissa tridactyla,2005,2005,2005,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeels (all age groups),Ammodytes marinus,1,0.93,0.92,Modal length = 6 cm,,116,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2013 JNCC Report, No. 475a",
Black-legged kittiwake,Rissa tridactyla,2005,2005,2005,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (0 group),,,,0.03,,,116,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2013 JNCC Report, No. 475a",
Black-legged kittiwake,Rissa tridactyla,2005,2005,2005,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (1+ group),,,,0.89,,,116,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2013 JNCC Report, No. 475a",
Black-legged kittiwake,Rissa tridactyla,2005,2005,2005,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Clupeidae,Clupeidae,,0.44,0.08,,,116,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2013 JNCC Report, No. 475a",
Black-legged kittiwake,Rissa tridactyla,2005,2005,2005,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Gadids,Gadidae,0.12,,,,,116,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2013 JNCC Report, No. 475a",
Black-legged kittiwake,Rissa tridactyla,2005,2005,2005,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Other,Other,0.01,,0.03,,,116,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2013 JNCC Report, No. 475a",
Black-legged kittiwake,Rissa tridactyla,2007,2007,2007,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeels (all age groups),Ammodytes marinus,0.71,0.75,0.48,Modal length = 5 cm,,61,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2013 JNCC Report, No. 475c",
Black-legged kittiwake,Rissa tridactyla,2007,2007,2007,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (0 group),,,,0,,,61,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2013 JNCC Report, No. 475c",
Black-legged kittiwake,Rissa tridactyla,2007,2007,2007,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (1+ group),,,,0.48,,,61,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2013 JNCC Report, No. 475c",
Black-legged kittiwake,Rissa tridactyla,2007,2007,2007,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Clupeidae,Clupeidae,0.39,,0.27,,,61,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2013 JNCC Report, No. 475c",
Black-legged kittiwake,Rissa tridactyla,2007,2007,2007,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Gadids,Gadidae,0.28,,,,,61,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2013 JNCC Report, No. 475c",
Black-legged kittiwake,Rissa tridactyla,2007,2007,2007,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Pipefish,Entelurus aequoreus,0.39,,,,,61,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2013 JNCC Report, No. 475c",
Black-legged kittiwake,Rissa tridactyla,2007,2007,2007,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Flatfish,Pleuronectidae,0.02,,,,,61,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2013 JNCC Report, No. 475c",
Black-legged kittiwake,Rissa tridactyla,2007,2007,2007,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Other,Other,,,0.24,,,61,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2013 JNCC Report, No. 475c",
Black-legged kittiwake,Rissa tridactyla,2008,2008,2008,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeels (all age groups),Ammodytes marinus,0.76,0.36,0.59,Modal length = 5 cm,,46,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2013 JNCC Report, No. 475d",
Black-legged kittiwake,Rissa tridactyla,2008,2008,2008,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (1+ group),,,,0.58,,,46,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2013 JNCC Report, No. 475d",
Black-legged kittiwake,Rissa tridactyla,2008,2008,2008,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (0 group),,,,0.01,,,46,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2013 JNCC Report, No. 475d",
Black-legged kittiwake,Rissa tridactyla,2008,2008,2008,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Clupeidae,Clupeidae,0.57,,0.34,,,46,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2013 JNCC Report, No. 475d",
Black-legged kittiwake,Rissa tridactyla,2008,2008,2008,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Gadids,Gadidae,0.41,,,,,46,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2013 JNCC Report, No. 475d",
Black-legged kittiwake,Rissa tridactyla,2008,2008,2008,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Pipefish,Entelurus aequoreus,0.39,,,,,46,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2013 JNCC Report, No. 475d",
Black-legged kittiwake,Rissa tridactyla,2008,2008,2008,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Other,Other,,,0.25,,,46,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2013 JNCC Report, No. 475d",
Black-legged kittiwake,Rissa tridactyla,2009,2009,2009,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeels (all age groups),Ammodytes marinus,0.963,0.762,0.891,Modal length = 7 cm,,80,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2013 JNCC Report, No. 475e",
Black-legged kittiwake,Rissa tridactyla,2009,2009,2009,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (0 group),,,,0.02,,,80,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2013 JNCC Report, No. 475e",
Black-legged kittiwake,Rissa tridactyla,2009,2009,2009,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (1+ group),,,,0.9,,,80,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2013 JNCC Report, No. 475e",
Black-legged kittiwake,Rissa tridactyla,2009,2009,2009,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Clupeidae,Clupeidae,0.35,,0.05,,,80,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2013 JNCC Report, No. 475e",
Black-legged kittiwake,Rissa tridactyla,2009,2009,2009,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Gadids,Gadidae,0.11,,,,,80,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2013 JNCC Report, No. 475e",
Black-legged kittiwake,Rissa tridactyla,2009,2009,2009,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Other,Other,,,0.04,,,80,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2013 JNCC Report, No. 475e",
Black-legged kittiwake,Rissa tridactyla,2010,2010,2010,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeels (all age groups),Ammodytes marinus,0.569,0.905,0.44,Modal length = 6 cm,,65,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2013 JNCC Report, No. 475f",
Black-legged kittiwake,Rissa tridactyla,2010,2010,2010,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (0 group),,,,0.34,,,65,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2013 JNCC Report, No. 475f",
Black-legged kittiwake,Rissa tridactyla,2010,2010,2010,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (1+ group),,,,0.1,,,65,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2013 JNCC Report, No. 475f",
Black-legged kittiwake,Rissa tridactyla,2010,2010,2010,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Clupeidae,Clupeidae,0.62,,0.55,,,65,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2013 JNCC Report, No. 475f",
Black-legged kittiwake,Rissa tridactyla,2010,2010,2010,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Gadids,Gadidae,0.05,,,,,65,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2013 JNCC Report, No. 475f",
Black-legged kittiwake,Rissa tridactyla,2010,2010,2010,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Other,Other,,,0.01,,,43,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2013 JNCC Report, No. 475f",
Black-legged kittiwake,Rissa tridactyla,2011,2011,2011,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeels (all age groups),Ammodytes marinus,0.791,0.396,0.509,,,43,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2013 JNCC Report, No. 475g",
Black-legged kittiwake,Rissa tridactyla,2011,2011,2011,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (0 group),,,,0.15,,,43,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2013 JNCC Report, No. 475g",
Black-legged kittiwake,Rissa tridactyla,2011,2011,2011,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (1+ group),,,,0.36,,,43,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2013 JNCC Report, No. 475g",
Black-legged kittiwake,Rissa tridactyla,2011,2011,2011,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Clupeidae,Clupeidae,0.767,,0.35,,,43,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2013 JNCC Report, No. 475g",
Black-legged kittiwake,Rissa tridactyla,2011,2011,2011,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Gadids,Gadidae,0.535,,0.09,,,43,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2013 JNCC Report, No. 475g",
Black-legged kittiwake,Rissa tridactyla,2011,2011,2011,Isle of May,56.19,-2.56,Breeding,Adult & Chick,rockling sp.,Lotidae,,,0.04,,,43,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2013 JNCC Report, No. 475g",
Black-legged kittiwake,Rissa tridactyla,2011,2011,2011,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Other,Other,,,0.12,,,43,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2013 JNCC Report, No. 475g",
Black-legged kittiwake,Rissa tridactyla,2012,2012,2012,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeels (all age groups),Ammodytes marinus,1,0.91,0.81,,,59,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2016 JNCC Report, No. 475h.",
Black-legged kittiwake,Rissa tridactyla,2012,2012,2012,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (0 group),,,,0.14,,,59,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2016 JNCC Report, No. 475h.",
Black-legged kittiwake,Rissa tridactyla,2012,2012,2012,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (1+ group),,,,0.67,,,59,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2016 JNCC Report, No. 475h.",
Black-legged kittiwake,Rissa tridactyla,2012,2012,2012,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Clupeidae,Clupeidae,0.46,,0.12,,,59,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2016 JNCC Report, No. 475h.",
Black-legged kittiwake,Rissa tridactyla,2012,2012,2012,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Gadids,Gadidae,0.2,,0.08,,,59,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2016 JNCC Report, No. 475h.",
Black-legged kittiwake,Rissa tridactyla,2012,2012,2012,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Other,Other,,,0.04,,,59,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2016 JNCC Report, No. 475h.",
Black-legged kittiwake,Rissa tridactyla,2013,2013,2013,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeels (all age groups),Ammodytes marinus,0.92,0.67,0.59,,,38,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2016 JNCC Report, No. 475i.",
Black-legged kittiwake,Rissa tridactyla,2013,2013,2013,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (0 group),,,,0.02,,,38,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2016 JNCC Report, No. 475i.",
Black-legged kittiwake,Rissa tridactyla,2013,2013,2013,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (1+ group),,,,0.57,,,38,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2016 JNCC Report, No. 475i.",
Black-legged kittiwake,Rissa tridactyla,2013,2013,2013,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Clupeidae,Clupeidae,0.47,,0.29,,,38,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2016 JNCC Report, No. 475i.",
Black-legged kittiwake,Rissa tridactyla,2013,2013,2013,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Gadids,Gadidae,0.18,,0.06,,,38,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2016 JNCC Report, No. 475i.",
Black-legged kittiwake,Rissa tridactyla,2013,2013,2013,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Other,Other,,,0.06,,,38,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2016 JNCC Report, No. 475i.",
Black-legged kittiwake,Rissa tridactyla,2014,2014,2014,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeels (all age groups),Ammodytes marinus,0.94,0.84,0.7,,,67,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2016 JNCC Report, No. 475j",
Black-legged kittiwake,Rissa tridactyla,2014,2014,2014,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (0 group),Ammodytes marinus,,,0.02,,,67,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2016 JNCC Report, No. 475j",
Black-legged kittiwake,Rissa tridactyla,2014,2014,2014,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (1+ group),Ammodytes marinus,,,0.68,,,67,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2016 JNCC Report, No. 475j",
Black-legged kittiwake,Rissa tridactyla,2014,2014,2014,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Clupeidae,Clupeidae,0.51,,0.24,,,67,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2016 JNCC Report, No. 475j",
Black-legged kittiwake,Rissa tridactyla,2014,2014,2014,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Gadids,Gadidae,0.06,,0.01,,,67,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2016 JNCC Report, No. 475j",
Black-legged kittiwake,Rissa tridactyla,2014,2014,2014,Isle of May,56.19,-2.56,Breeding,Adult & Chick,rockling sp.,Lotidae,0.09,,0.02,,,67,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2016 JNCC Report, No. 475j",
Black-legged kittiwake,Rissa tridactyla,2014,2014,2014,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Other,Other,,,0.05,,,38,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Newell et al 2016 JNCC Report, No. 475j",
Black-legged kittiwake,Rissa tridactyla,2001,2001,2001,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeels (all age groups),Ammodytes marinus,0.88,0.91,0.77,3-7 cm (modal length 7.8 cm),,60,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Wilson et al 2002 JNCC Report, No. 328",
Black-legged kittiwake,Rissa tridactyla,2001,2001,2001,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (0 group),,,,0.06,,,60,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Wilson et al 2002 JNCC Report, No. 328",
Black-legged kittiwake,Rissa tridactyla,2001,2001,2001,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (1+ group),,,,0.71,,,60,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Wilson et al 2002 JNCC Report, No. 328",
Black-legged kittiwake,Rissa tridactyla,2001,2001,2001,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Clupeidae,Clupeidae,0.33,,0.19,3-8 cm,,60,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Wilson et al 2002 JNCC Report, No. 328",
Black-legged kittiwake,Rissa tridactyla,2001,2001,2001,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Gadids,Gadidae,0.08,,0.06,7-15 cm,,60,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Wilson et al 2002 JNCC Report, No. 328",
Black-legged kittiwake,Rissa tridactyla,2001,2001,2001,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Other,Other,,,0.04,,,60,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Wilson et al 2002 JNCC Report, No. 328",
Black-legged kittiwake,Rissa tridactyla,2002,2002,2002,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeels (all age groups),Ammodytes marinus,0.97,0.99,0.94,3.5-8.5 cm (modal length 7),,76,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Wilson et al 2003 JNCC Report, No. 338 ",
Black-legged kittiwake,Rissa tridactyla,2002,2002,2002,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (0 group),,,,0.1,,,76,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Wilson et al 2003 JNCC Report, No. 338 ",
Black-legged kittiwake,Rissa tridactyla,2002,2002,2002,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (1+ group),,,,0.84,,,76,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Wilson et al 2003 JNCC Report, No. 338 ",
Black-legged kittiwake,Rissa tridactyla,2002,2002,2002,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Clupeidae,Clupeidae,0.04,,0.01,,,76,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Wilson et al 2003 JNCC Report, No. 338 ",
Black-legged kittiwake,Rissa tridactyla,2002,2002,2002,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Gadids,Gadidae,0.09,,0.05,,,76,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Wilson et al 2003 JNCC Report, No. 338 ",
Black-legged kittiwake,Rissa tridactyla,2002,2002,2002,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Other,Other,0.01,,0.05,,,76,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Wilson et al 2003 JNCC Report, No. 338 ",
Black-legged kittiwake,Rissa tridactyla,2003,2003,2003,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeels (all age groups),Ammodytes marinus,0.98,0.96,0.92,2.3-10.1 cm (modal length 7 cm),,134,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Wilson et al 2005 JNCC Report, No. 362",
Black-legged kittiwake,Rissa tridactyla,2003,2003,2003,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (0 group),,,,0.01,,,134,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Wilson et al 2005 JNCC Report, No. 362",
Black-legged kittiwake,Rissa tridactyla,2003,2003,2003,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Sandeel (1+ group),,,,0.91,,,134,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Wilson et al 2005 JNCC Report, No. 362",
Black-legged kittiwake,Rissa tridactyla,2003,2003,2003,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Clupeidae,Clupeidae,0.16,,0.07,,,134,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Wilson et al 2005 JNCC Report, No. 362",
Black-legged kittiwake,Rissa tridactyla,2003,2003,2003,Isle of May,56.19,-2.56,Breeding,Adult & Chick,Gadids,Gadidae,0.02,,,,,134,Regurgitate,Report,"Daunt & Wanless IMLOT 1973-2014, Wilson et al 2005 JNCC Report, No. 362",
