Common name,Species,Year,Startyear,Endyear,Location,Latitude,Longitude,Breeding status,Age Group,Prey.type,Prey.species,FoO,Num Freq,Freq Biomass,Prey size,SD,Sample.size,Sample.type,Source,Reference,Notes
Common guillemot,Uria aalge,1988,1988,1988,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 0 Group,,,,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2024,
Common guillemot,Uria aalge,1988,1988,1988,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 1+ Group,,,,0.47,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2025,
Common guillemot,Uria aalge,1988,1988,1988,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel,Ammodytidae,0.571186441,0.571186441,0.47,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2026,
Common guillemot,Uria aalge,1988,1988,1988,Isle of May,56.19,-2.56,Breeding,Chick,Clupeidae,Clupeidae,0.425423729,0.425423729,0.52,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2027,
Common guillemot,Uria aalge,1988,1988,1988,Isle of May,56.19,-2.56,Breeding,Chick,Gadoids,Gadidae,0.003,0.003,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2028,
Common guillemot,Uria aalge,1989,1989,1989,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 0 Group,,,,0.01,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2029,
Common guillemot,Uria aalge,1989,1989,1989,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 1+ Group,,,,0.75,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2030,
Common guillemot,Uria aalge,1989,1989,1989,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel,Ammodytidae,0.885,0.885,0.76,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2031,
Common guillemot,Uria aalge,1989,1989,1989,Isle of May,56.19,-2.56,Breeding,Chick,Clupeidae,Clupeidae,0.111,0.111,0.22,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2032,
Common guillemot,Uria aalge,1989,1989,1989,Isle of May,56.19,-2.56,Breeding,Chick,Gadoids,Gadidae,0.004,0.004,0.02,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2033,
Common guillemot,Uria aalge,1990,1990,1990,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 0 Group,,,,0.02,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2034,
Common guillemot,Uria aalge,1990,1990,1990,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 1+ Group,,,,0.28,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2035,
Common guillemot,Uria aalge,1990,1990,1990,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel,Ammodytidae,0.607,0.607,0.3,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2036,
Common guillemot,Uria aalge,1990,1990,1990,Isle of May,56.19,-2.56,Breeding,Chick,Clupeidae,Clupeidae,0.387,0.387,0.7,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2037,
Common guillemot,Uria aalge,1990,1990,1990,Isle of May,56.19,-2.56,Breeding,Chick,Gadoids,Gadidae,0,0,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2038,
Common guillemot,Uria aalge,1991,1991,1991,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 0 Group,,,,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2039,
Common guillemot,Uria aalge,1991,1991,1991,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 1+ Group,,,,0.65,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2040,
Common guillemot,Uria aalge,1991,1991,1991,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel,Ammodytidae,0.755,0.755,0.65,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2041,
Common guillemot,Uria aalge,1991,1991,1991,Isle of May,56.19,-2.56,Breeding,Chick,Clupeidae,Clupeidae,0.245,0.245,0.34,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2042,
Common guillemot,Uria aalge,1991,1991,1991,Isle of May,56.19,-2.56,Breeding,Chick,Gadoids,Gadidae,0,0,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2043,
Common guillemot,Uria aalge,1992,1992,1992,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 0 Group,,,,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2044,
Common guillemot,Uria aalge,1992,1992,1992,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 1+ Group,,,,0.46,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2045,
Common guillemot,Uria aalge,1992,1992,1992,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel,Ammodytidae,0.582417582,0.582417582,0.46,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2046,
Common guillemot,Uria aalge,1992,1992,1992,Isle of May,56.19,-2.56,Breeding,Chick,Clupeidae,Clupeidae,0.413,0.413,0.53,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2047,
Common guillemot,Uria aalge,1992,1992,1992,Isle of May,56.19,-2.56,Breeding,Chick,Gadoids,Gadidae,0.005,0.005,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2048,
Common guillemot,Uria aalge,1993,1993,1993,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 0 Group,,,,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2049,
Common guillemot,Uria aalge,1993,1993,1993,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 1+ Group,,,,0.17,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2050,
Common guillemot,Uria aalge,1993,1993,1993,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel,Ammodytidae,0.227340267,0.227340267,0.17,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2051,
Common guillemot,Uria aalge,1993,1993,1993,Isle of May,56.19,-2.56,Breeding,Chick,Clupeidae,Clupeidae,0.773,0.773,0.83,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2052,
Common guillemot,Uria aalge,1993,1993,1993,Isle of May,56.19,-2.56,Breeding,Chick,Gadoids,Gadidae,0,0,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2053,
Common guillemot,Uria aalge,1994,1994,1994,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 0 Group,,,,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2054,
Common guillemot,Uria aalge,1994,1994,1994,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 1+ Group,,,,0.14,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2055,
Common guillemot,Uria aalge,1994,1994,1994,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel,Ammodytidae,0.183193277,0.183193277,0.14,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2056,
Common guillemot,Uria aalge,1994,1994,1994,Isle of May,56.19,-2.56,Breeding,Chick,Clupeidae,Clupeidae,0.817,0.817,0.86,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2057,
Common guillemot,Uria aalge,1994,1994,1994,Isle of May,56.19,-2.56,Breeding,Chick,Gadoids,Gadidae,0,0,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2058,
Common guillemot,Uria aalge,1995,1995,1995,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 0 Group,,,,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2059,
Common guillemot,Uria aalge,1995,1995,1995,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 1+ Group,,,,0.78,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2060,
Common guillemot,Uria aalge,1995,1995,1995,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel,Ammodytidae,0.684100418,0.684100418,0.78,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2061,
Common guillemot,Uria aalge,1995,1995,1995,Isle of May,56.19,-2.56,Breeding,Chick,Clupeidae,Clupeidae,0.312,0.312,0.21,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2062,
Common guillemot,Uria aalge,1995,1995,1995,Isle of May,56.19,-2.56,Breeding,Chick,Gadoids,Gadidae,0.004,0.004,0.02,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2063,
Common guillemot,Uria aalge,1996,1996,1996,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 0 Group,,,,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2064,
Common guillemot,Uria aalge,1996,1996,1996,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 1+ Group,,,,0.44,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2065,
Common guillemot,Uria aalge,1996,1996,1996,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel,Ammodytidae,0.443123939,0.443123939,0.44,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2066,
Common guillemot,Uria aalge,1996,1996,1996,Isle of May,56.19,-2.56,Breeding,Chick,Clupeidae,Clupeidae,0.557,0.557,0.56,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2067,
Common guillemot,Uria aalge,1996,1996,1996,Isle of May,56.19,-2.56,Breeding,Chick,Gadoids,Gadidae,0,0,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2068,
Common guillemot,Uria aalge,1997,1997,1997,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 0 Group,,,,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2069,
Common guillemot,Uria aalge,1997,1997,1997,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 1+ Group,,,,0.78,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2070,
Common guillemot,Uria aalge,1997,1997,1997,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel,Ammodytidae,0.862663496,0.862663496,0.78,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2071,
Common guillemot,Uria aalge,1997,1997,1997,Isle of May,56.19,-2.56,Breeding,Chick,Clupeidae,Clupeidae,0.137,0.137,0.22,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2072,
Common guillemot,Uria aalge,1997,1997,1997,Isle of May,56.19,-2.56,Breeding,Chick,Gadoids,Gadidae,0,0,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2073,
Common guillemot,Uria aalge,1998,1998,1998,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 0 Group,,,,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2074,
Common guillemot,Uria aalge,1998,1998,1998,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 1+ Group,,,,0.2,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2075,
Common guillemot,Uria aalge,1998,1998,1998,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel,Ammodytidae,0.260934025,0.260934025,0.2,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2076,
Common guillemot,Uria aalge,1998,1998,1998,Isle of May,56.19,-2.56,Breeding,Chick,Clupeidae,Clupeidae,0.739,0.739,0.8,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2077,
Common guillemot,Uria aalge,1998,1998,1998,Isle of May,56.19,-2.56,Breeding,Chick,Gadoids,Gadidae,0,0,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2078,
Common guillemot,Uria aalge,1999,1999,1999,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 0 Group,,,,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2079,
Common guillemot,Uria aalge,1999,1999,1999,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 1+ Group,,,,0.21,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2080,
Common guillemot,Uria aalge,1999,1999,1999,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel,Ammodytidae,0.257004831,0.257004831,0.21,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2081,
Common guillemot,Uria aalge,1999,1999,1999,Isle of May,56.19,-2.56,Breeding,Chick,Clupeidae,Clupeidae,0.684,0.684,0.76,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2082,
Common guillemot,Uria aalge,1999,1999,1999,Isle of May,56.19,-2.56,Breeding,Chick,Gadoids,Gadidae,0.059,0.059,0.03,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2083,
Common guillemot,Uria aalge,2000,2000,2000,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 0 Group,,,,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2084,
Common guillemot,Uria aalge,2000,2000,2000,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 1+ Group,,,,0.44,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2085,
Common guillemot,Uria aalge,2000,2000,2000,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel,Ammodytidae,0.583333333,0.583333333,0.44,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2086,
Common guillemot,Uria aalge,2000,2000,2000,Isle of May,56.19,-2.56,Breeding,Chick,Clupeidae,Clupeidae,0.417,0.417,0.56,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2087,
Common guillemot,Uria aalge,2000,2000,2000,Isle of May,56.19,-2.56,Breeding,Chick,Gadoids,Gadidae,0,0,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2088,
Common guillemot,Uria aalge,2001,2001,2001,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 0 Group,,,,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2089,
Common guillemot,Uria aalge,2001,2001,2001,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 1+ Group,,,,0.18,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2090,
Common guillemot,Uria aalge,2001,2001,2001,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel,Ammodytidae,0.306923077,0.306923077,0.18,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2091,
Common guillemot,Uria aalge,2001,2001,2001,Isle of May,56.19,-2.56,Breeding,Chick,Clupeidae,Clupeidae,0.689,0.689,0.82,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2092,
Common guillemot,Uria aalge,2001,2001,2001,Isle of May,56.19,-2.56,Breeding,Chick,Gadoids,Gadidae,0.004,0.004,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2093,
Common guillemot,Uria aalge,2002,2002,2002,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 0 Group,,,,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2094,
Common guillemot,Uria aalge,2002,2002,2002,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 1+ Group,,,,0.22,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2095,
Common guillemot,Uria aalge,2002,2002,2002,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel,Ammodytidae,0.3915828,0.3915828,0.22,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2096,
Common guillemot,Uria aalge,2002,2002,2002,Isle of May,56.19,-2.56,Breeding,Chick,Clupeidae,Clupeidae,0.608,0.608,0.78,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2097,
Common guillemot,Uria aalge,2002,2002,2002,Isle of May,56.19,-2.56,Breeding,Chick,Gadoids,Gadidae,0,0,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2098,
Common guillemot,Uria aalge,2003,2003,2003,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 0 Group,,,,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2099,
Common guillemot,Uria aalge,2003,2003,2003,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 1+ Group,,,,0.07,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2100,
Common guillemot,Uria aalge,2003,2003,2003,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel,Ammodytidae,0.172943889,0.172943889,0.07,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2101,
Common guillemot,Uria aalge,2003,2003,2003,Isle of May,56.19,-2.56,Breeding,Chick,Clupeidae,Clupeidae,0.825,0.825,0.93,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2102,
Common guillemot,Uria aalge,2003,2003,2003,Isle of May,56.19,-2.56,Breeding,Chick,Gadoids,Gadidae,0.002,0.002,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2103,
Common guillemot,Uria aalge,2004,2004,2004,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 0 Group,,,,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2104,
Common guillemot,Uria aalge,2004,2004,2004,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 1+ Group,,,,0.01,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2105,
Common guillemot,Uria aalge,2004,2004,2004,Isle of May,56.19,-2.56,Breeding,Chick,Clupeidae,Clupeidae,0.979,0.979,0.979,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2107,
Common guillemot,Uria aalge,2004,2004,2004,Isle of May,56.19,-2.56,Breeding,Chick,Gadids,Gadidae,0.005,0.005,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2108,
Common guillemot,Uria aalge,2005,2005,2005,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 0 Group,,,,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2109,
Common guillemot,Uria aalge,2005,2005,2005,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 1+ Group,,,,0.01,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2110,
Common guillemot,Uria aalge,2005,2005,2005,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel,Ammodytidae,0.041,0.041,0.01,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2111,
Common guillemot,Uria aalge,2005,2005,2005,Isle of May,56.19,-2.56,Breeding,Chick,Clupeidae,Clupeidae,0.906,0.906,0.97,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2112,
Common guillemot,Uria aalge,2005,2005,2005,Isle of May,56.19,-2.56,Breeding,Chick,Gadids,Gadidae,0.052,0.052,0.01,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2113,
Common guillemot,Uria aalge,2006,2006,2006,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 0 Group,,,,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2114,
Common guillemot,Uria aalge,2006,2006,2006,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 1+ Group,,,,0.04,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2115,
Common guillemot,Uria aalge,2006,2006,2006,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel,Ammodytidae,0.19,0.19,0.04,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2116,
Common guillemot,Uria aalge,2006,2006,2006,Isle of May,56.19,-2.56,Breeding,Chick,Clupeidae,Clupeidae,0.77,0.77,0.88,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2117,
Common guillemot,Uria aalge,2006,2006,2006,Isle of May,56.19,-2.56,Breeding,Chick,Gadids,Gadidae,0,0,0.08,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2118,
Common guillemot,Uria aalge,2007,2007,2007,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 0 Group,,,,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2119,
Common guillemot,Uria aalge,2007,2007,2007,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 1+ Group,,,,0.02,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2120,
Common guillemot,Uria aalge,2007,2007,2007,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel,Ammodytidae,0.06442953,0.06442953,0.02,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2121,
Common guillemot,Uria aalge,2007,2007,2007,Isle of May,56.19,-2.56,Breeding,Chick,Clupeidae,Clupeidae,0.903,0.903,0.98,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2122,
Common guillemot,Uria aalge,2007,2007,2007,Isle of May,56.19,-2.56,Breeding,Chick,Gadoid,Gadidae,0.032,0.032,0.01,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2123,
Common guillemot,Uria aalge,2008,2008,2008,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 0 Group,,,,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2124,
Common guillemot,Uria aalge,2008,2008,2008,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 1+ Group,,,,0.06,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2125,
Common guillemot,Uria aalge,2008,2008,2008,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel,Ammodytidae,0.203182375,0.203182375,0.06,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2126,
Common guillemot,Uria aalge,2008,2008,2008,Isle of May,56.19,-2.56,Breeding,Chick,Clupeidae,Clupeidae,0.759,0.759,0.93,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2127,
Common guillemot,Uria aalge,2008,2008,2008,Isle of May,56.19,-2.56,Breeding,Chick,Gadoid,Gadidae,0.038,0.038,0.01,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2128,
Common guillemot,Uria aalge,2009,2009,2009,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 0 Group,,,,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2129,
Common guillemot,Uria aalge,2009,2009,2009,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 1+ Group,,,,0.23,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2130,
Common guillemot,Uria aalge,2009,2009,2009,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel,Ammodytidae,0.274979356,0.274979356,0.23,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2131,
Common guillemot,Uria aalge,2009,2009,2009,Isle of May,56.19,-2.56,Breeding,Chick,Clupeidae,Clupeidae,0.672,0.672,0.74,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2132,
Common guillemot,Uria aalge,2009,2009,2009,Isle of May,56.19,-2.56,Breeding,Chick,Gadoid,Gadidae,0.053,0.053,0.03,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2133,
Common guillemot,Uria aalge,2010,2010,2010,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 0 Group,,,,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2134,
Common guillemot,Uria aalge,2010,2010,2010,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 1+ Group,,,,0.07,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2135,
Common guillemot,Uria aalge,2010,2010,2010,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel,Ammodytidae,0.146923783,0.146923783,0.07,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2136,
Common guillemot,Uria aalge,2010,2010,2010,Isle of May,56.19,-2.56,Breeding,Chick,Clupeidae,Clupeidae,0.852,0.852,0.93,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2137,
Common guillemot,Uria aalge,2010,2010,2010,Isle of May,56.19,-2.56,Breeding,Chick,Gadoid,Gadidae,0.001,0.001,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2138,
Common guillemot,Uria aalge,2011,2011,2011,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 0 Group,,,,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2139,
Common guillemot,Uria aalge,2011,2011,2011,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 1+ Group,,,,0.13,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2140,
Common guillemot,Uria aalge,2011,2011,2011,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel,Ammodytidae,0.195567145,0.195567145,0.13,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2141,
Common guillemot,Uria aalge,2011,2011,2011,Isle of May,56.19,-2.56,Breeding,Chick,Clupeidae,Clupeidae,0.803,0.803,0.87,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2142,
Common guillemot,Uria aalge,2011,2011,2011,Isle of May,56.19,-2.56,Breeding,Chick,Gadoid,Gadidae,0.001,0.001,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2143,
Common guillemot,Uria aalge,2012,2012,2012,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 0 Group,,,,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2144,
Common guillemot,Uria aalge,2012,2012,2012,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 1+ Group,,,,0.11,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2145,
Common guillemot,Uria aalge,2012,2012,2012,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel,Ammodytidae,0.13229572,0.13229572,0.11,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2146,
Common guillemot,Uria aalge,2012,2012,2012,Isle of May,56.19,-2.56,Breeding,Chick,Clupeidae,Clupeidae,0.85,0.85,0.89,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2147,
Common guillemot,Uria aalge,2012,2012,2012,Isle of May,56.19,-2.56,Breeding,Chick,Gadoid,Gadidae,0.018,0.018,0.01,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2148,
Common guillemot,Uria aalge,2013,2013,2013,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 0 Group,,,,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2149,
Common guillemot,Uria aalge,2013,2013,2013,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 1+ Group,,,,0.08,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2150,
Common guillemot,Uria aalge,2013,2013,2013,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel,Ammodytidae,0.130699088,0.130699088,0.08,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2151,
Common guillemot,Uria aalge,2013,2013,2013,Isle of May,56.19,-2.56,Breeding,Chick,Clupeidae,Clupeidae,0.865,0.865,0.92,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2152,
Common guillemot,Uria aalge,2013,2013,2013,Isle of May,56.19,-2.56,Breeding,Chick,Gadoid,Gadidae,0.005,0.005,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2153,
Common guillemot,Uria aalge,2014,2014,2014,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 0 Group,,,,0,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2154,
Common guillemot,Uria aalge,2014,2014,2014,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel - 1+ Group,,,,0.04,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2155,
Common guillemot,Uria aalge,2014,2014,2014,Isle of May,56.19,-2.56,Breeding,Chick,Sandeel,Ammodytidae,0.051383399,0.051383399,0.04,,,,vis obs,Dataset,Daunt & Wanless IMLOT 1973-2156,
