id,year,startyear,endyear,location,latitude,longitude,pred_common_name,pred_species,pred_breeding_status,pred_age_group,pred_aphia_id,pred_valid_name,pred_valid_aphia_id,prey_orig_descr,prey_taxon,prey_size,prey_sd,prey_age_group,prey_aphia_id,prey_valid_name,prey_valid_aphia_id,freq_occ,freq_num,freq_biomass,sample_size,sample_type,ref_n,ref_ids,source,notes
1257,1994,1994,1994,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,whiting,Merlangius merlangus,NA,NA,NA,126438,Merlangius merlangus,126438,0.06,NA,NA,66,discard,1,REF079,primary literature,NA
1257,1994,1994,1994,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,whiting,Merlangius merlangus,NA,NA,NA,126438,Merlangius merlangus,126438,0.06,NA,NA,66,discard,1,REF079,primary literature,NA
1258,1994,1994,1994,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0.02,NA,NA,66,discard,1,REF079,primary literature,NA
1258,1994,1994,1994,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0.02,NA,NA,66,discard,1,REF079,primary literature,NA
1259,1995,1995,1995,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sprat,Sprattus sprattus,NA,NA,NA,126425,Sprattus sprattus,126425,0.71,NA,NA,87,discard,1,REF079,primary literature,NA
1259,1995,1995,1995,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sprat,Sprattus sprattus,NA,NA,NA,126425,Sprattus sprattus,126425,0.71,NA,NA,87,discard,1,REF079,primary literature,NA
1260,1995,1995,1995,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sandeel,Ammodytes marinus,NA,NA,NA,126751,Ammodytes marinus,126751,0.1,NA,NA,87,discard,1,REF079,primary literature,NA
1260,1995,1995,1995,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sandeel,Ammodytes marinus,NA,NA,NA,126751,Ammodytes marinus,126751,0.1,NA,NA,87,discard,1,REF079,primary literature,NA
1261,1995,1995,1995,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,whiting,Merlangius merlangus,NA,NA,NA,126438,Merlangius merlangus,126438,0.17,NA,NA,87,discard,1,REF079,primary literature,NA
1261,1995,1995,1995,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,whiting,Merlangius merlangus,NA,NA,NA,126438,Merlangius merlangus,126438,0.17,NA,NA,87,discard,1,REF079,primary literature,NA
1262,1995,1995,1995,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0.01,NA,NA,87,discard,1,REF079,primary literature,NA
1262,1995,1995,1995,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0.01,NA,NA,87,discard,1,REF079,primary literature,NA
1263,1996,1996,1996,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sprat,Sprattus sprattus,NA,NA,NA,126425,Sprattus sprattus,126425,0.71,NA,NA,78,discard,1,REF079,primary literature,NA
1263,1996,1996,1996,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sprat,Sprattus sprattus,NA,NA,NA,126425,Sprattus sprattus,126425,0.71,NA,NA,78,discard,1,REF079,primary literature,NA
1264,1996,1996,1996,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sandeel,Ammodytes marinus,NA,NA,NA,126751,Ammodytes marinus,126751,0.14,NA,NA,78,discard,1,REF079,primary literature,NA
1264,1996,1996,1996,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sandeel,Ammodytes marinus,NA,NA,NA,126751,Ammodytes marinus,126751,0.14,NA,NA,78,discard,1,REF079,primary literature,NA
1265,1996,1996,1996,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,whiting,Merlangius merlangus,NA,NA,NA,126438,Merlangius merlangus,126438,0.1,NA,NA,78,discard,1,REF079,primary literature,NA
1265,1996,1996,1996,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,whiting,Merlangius merlangus,NA,NA,NA,126438,Merlangius merlangus,126438,0.1,NA,NA,78,discard,1,REF079,primary literature,NA
1266,1996,1996,1996,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0.05,NA,NA,78,discard,1,REF079,primary literature,NA
1266,1996,1996,1996,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0.05,NA,NA,78,discard,1,REF079,primary literature,NA
1267,1997,1997,1997,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sprat,Sprattus sprattus,NA,NA,NA,126425,Sprattus sprattus,126425,0.85,NA,NA,27,discard,1,REF079,primary literature,NA
1267,1997,1997,1997,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sprat,Sprattus sprattus,NA,NA,NA,126425,Sprattus sprattus,126425,0.85,NA,NA,27,discard,1,REF079,primary literature,NA
1268,1997,1997,1997,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sandeel,Ammodytes marinus,NA,NA,NA,126751,Ammodytes marinus,126751,0.07,NA,NA,27,discard,1,REF079,primary literature,NA
1268,1997,1997,1997,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sandeel,Ammodytes marinus,NA,NA,NA,126751,Ammodytes marinus,126751,0.07,NA,NA,27,discard,1,REF079,primary literature,NA
1269,1997,1997,1997,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,whiting,Merlangius merlangus,NA,NA,NA,126438,Merlangius merlangus,126438,0.07,NA,NA,27,discard,1,REF079,primary literature,NA
1269,1997,1997,1997,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,whiting,Merlangius merlangus,NA,NA,NA,126438,Merlangius merlangus,126438,0.07,NA,NA,27,discard,1,REF079,primary literature,NA
1270,1997,1997,1997,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0,NA,NA,27,discard,1,REF079,primary literature,NA
1270,1997,1997,1997,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0,NA,NA,27,discard,1,REF079,primary literature,NA
1271,1998,1998,1998,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sprat,Sprattus sprattus,NA,NA,NA,126425,Sprattus sprattus,126425,0.36,NA,NA,81,discard,1,REF079,primary literature,NA
1271,1998,1998,1998,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sprat,Sprattus sprattus,NA,NA,NA,126425,Sprattus sprattus,126425,0.36,NA,NA,81,discard,1,REF079,primary literature,NA
1272,1998,1998,1998,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sandeel,Ammodytes marinus,NA,NA,NA,126751,Ammodytes marinus,126751,0.2,NA,NA,81,discard,1,REF079,primary literature,NA
1272,1998,1998,1998,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sandeel,Ammodytes marinus,NA,NA,NA,126751,Ammodytes marinus,126751,0.2,NA,NA,81,discard,1,REF079,primary literature,NA
1273,1998,1998,1998,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,whiting,Merlangius merlangus,NA,NA,NA,126438,Merlangius merlangus,126438,0.4,NA,NA,81,discard,1,REF079,primary literature,NA
1273,1998,1998,1998,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,whiting,Merlangius merlangus,NA,NA,NA,126438,Merlangius merlangus,126438,0.4,NA,NA,81,discard,1,REF079,primary literature,NA
1274,1998,1998,1998,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0.05,NA,NA,81,discard,1,REF079,primary literature,NA
1274,1998,1998,1998,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0.05,NA,NA,81,discard,1,REF079,primary literature,NA
1275,1999,1999,1999,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sprat,Sprattus sprattus,NA,NA,NA,126425,Sprattus sprattus,126425,0.7,NA,NA,76,discard,1,REF079,primary literature,NA
1275,1999,1999,1999,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sprat,Sprattus sprattus,NA,NA,NA,126425,Sprattus sprattus,126425,0.7,NA,NA,76,discard,1,REF079,primary literature,NA
1276,1999,1999,1999,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sandeel,Ammodytes marinus,NA,NA,NA,126751,Ammodytes marinus,126751,0.13,NA,NA,76,discard,1,REF079,primary literature,NA
1276,1999,1999,1999,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sandeel,Ammodytes marinus,NA,NA,NA,126751,Ammodytes marinus,126751,0.13,NA,NA,76,discard,1,REF079,primary literature,NA
1277,1999,1999,1999,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,whiting,Merlangius merlangus,NA,NA,NA,126438,Merlangius merlangus,126438,0.16,NA,NA,76,discard,1,REF079,primary literature,NA
1277,1999,1999,1999,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,whiting,Merlangius merlangus,NA,NA,NA,126438,Merlangius merlangus,126438,0.16,NA,NA,76,discard,1,REF079,primary literature,NA
1278,1999,1999,1999,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0.01,NA,NA,76,discard,1,REF079,primary literature,NA
1278,1999,1999,1999,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0.01,NA,NA,76,discard,1,REF079,primary literature,NA
1279,2000,2000,2000,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sprat,Sprattus sprattus,NA,NA,NA,126425,Sprattus sprattus,126425,0.49,NA,NA,89,discard,1,REF079,primary literature,NA
1279,2000,2000,2000,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sprat,Sprattus sprattus,NA,NA,NA,126425,Sprattus sprattus,126425,0.49,NA,NA,89,discard,1,REF079,primary literature,NA
1280,2000,2000,2000,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sandeel,Ammodytes marinus,NA,NA,NA,126751,Ammodytes marinus,126751,0.21,NA,NA,89,discard,1,REF079,primary literature,NA
1280,2000,2000,2000,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sandeel,Ammodytes marinus,NA,NA,NA,126751,Ammodytes marinus,126751,0.21,NA,NA,89,discard,1,REF079,primary literature,NA
1281,2000,2000,2000,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,whiting,Merlangius merlangus,NA,NA,NA,126438,Merlangius merlangus,126438,0.26,NA,NA,89,discard,1,REF079,primary literature,NA
1281,2000,2000,2000,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,whiting,Merlangius merlangus,NA,NA,NA,126438,Merlangius merlangus,126438,0.26,NA,NA,89,discard,1,REF079,primary literature,NA
1282,2000,2000,2000,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0.02,NA,NA,89,discard,1,REF079,primary literature,NA
1282,2000,2000,2000,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0.02,NA,NA,89,discard,1,REF079,primary literature,NA
1283,2001,2001,2001,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sprat,Sprattus sprattus,NA,NA,NA,126425,Sprattus sprattus,126425,0.52,NA,NA,113,discard,1,REF079,primary literature,NA
1283,2001,2001,2001,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sprat,Sprattus sprattus,NA,NA,NA,126425,Sprattus sprattus,126425,0.52,NA,NA,113,discard,1,REF079,primary literature,NA
1284,2001,2001,2001,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sandeel,Ammodytes marinus,NA,NA,NA,126751,Ammodytes marinus,126751,0.27,NA,NA,113,discard,1,REF079,primary literature,NA
1284,2001,2001,2001,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sandeel,Ammodytes marinus,NA,NA,NA,126751,Ammodytes marinus,126751,0.27,NA,NA,113,discard,1,REF079,primary literature,NA
1285,2001,2001,2001,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,whiting,Merlangius merlangus,NA,NA,NA,126438,Merlangius merlangus,126438,0.12,NA,NA,113,discard,1,REF079,primary literature,NA
1285,2001,2001,2001,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,whiting,Merlangius merlangus,NA,NA,NA,126438,Merlangius merlangus,126438,0.12,NA,NA,113,discard,1,REF079,primary literature,NA
1286,2001,2001,2001,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0.1,NA,NA,113,discard,1,REF079,primary literature,NA
1286,2001,2001,2001,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0.1,NA,NA,113,discard,1,REF079,primary literature,NA
1287,2002,2002,2002,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sprat,Sprattus sprattus,NA,NA,NA,126425,Sprattus sprattus,126425,0.67,NA,NA,24,discard,1,REF079,primary literature,NA
1287,2002,2002,2002,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sprat,Sprattus sprattus,NA,NA,NA,126425,Sprattus sprattus,126425,0.67,NA,NA,24,discard,1,REF079,primary literature,NA
1288,2002,2002,2002,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sandeel,Ammodytes marinus,NA,NA,NA,126751,Ammodytes marinus,126751,0.08,NA,NA,24,discard,1,REF079,primary literature,NA
1288,2002,2002,2002,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sandeel,Ammodytes marinus,NA,NA,NA,126751,Ammodytes marinus,126751,0.08,NA,NA,24,discard,1,REF079,primary literature,NA
1289,2002,2002,2002,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,whiting,Merlangius merlangus,NA,NA,NA,126438,Merlangius merlangus,126438,0.25,NA,NA,24,discard,1,REF079,primary literature,NA
1289,2002,2002,2002,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,whiting,Merlangius merlangus,NA,NA,NA,126438,Merlangius merlangus,126438,0.25,NA,NA,24,discard,1,REF079,primary literature,NA
1290,2002,2002,2002,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0,NA,NA,24,discard,1,REF079,primary literature,NA
1290,2002,2002,2002,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0,NA,NA,24,discard,1,REF079,primary literature,NA
1291,2003,2003,2003,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sprat,Sprattus sprattus,NA,NA,NA,126425,Sprattus sprattus,126425,0.5,NA,NA,56,discard,1,REF079,primary literature,NA
1291,2003,2003,2003,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sprat,Sprattus sprattus,NA,NA,NA,126425,Sprattus sprattus,126425,0.5,NA,NA,56,discard,1,REF079,primary literature,NA
1292,2003,2003,2003,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sandeel,Ammodytes marinus,NA,NA,NA,126751,Ammodytes marinus,126751,0.09,NA,NA,56,discard,1,REF079,primary literature,NA
1292,2003,2003,2003,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sandeel,Ammodytes marinus,NA,NA,NA,126751,Ammodytes marinus,126751,0.09,NA,NA,56,discard,1,REF079,primary literature,NA
1293,2003,2003,2003,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,whiting,Merlangius merlangus,NA,NA,NA,126438,Merlangius merlangus,126438,0.39,NA,NA,56,discard,1,REF079,primary literature,NA
1293,2003,2003,2003,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,whiting,Merlangius merlangus,NA,NA,NA,126438,Merlangius merlangus,126438,0.39,NA,NA,56,discard,1,REF079,primary literature,NA
1294,2003,2003,2003,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0.02,NA,NA,56,discard,1,REF079,primary literature,NA
1294,2003,2003,2003,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0.02,NA,NA,56,discard,1,REF079,primary literature,NA
1295,2004,2004,2004,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sprat,Sprattus sprattus,NA,NA,NA,126425,Sprattus sprattus,126425,0.35,NA,NA,119,discard,1,REF079,primary literature,NA
1295,2004,2004,2004,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sprat,Sprattus sprattus,NA,NA,NA,126425,Sprattus sprattus,126425,0.35,NA,NA,119,discard,1,REF079,primary literature,NA
1296,2004,2004,2004,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sandeel,Ammodytes marinus,NA,NA,NA,126751,Ammodytes marinus,126751,0.19,NA,NA,119,discard,1,REF079,primary literature,NA
1296,2004,2004,2004,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sandeel,Ammodytes marinus,NA,NA,NA,126751,Ammodytes marinus,126751,0.19,NA,NA,119,discard,1,REF079,primary literature,NA
1297,2004,2004,2004,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,whiting,Merlangius merlangus,NA,NA,NA,126438,Merlangius merlangus,126438,0.45,NA,NA,119,discard,1,REF079,primary literature,NA
1297,2004,2004,2004,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,whiting,Merlangius merlangus,NA,NA,NA,126438,Merlangius merlangus,126438,0.45,NA,NA,119,discard,1,REF079,primary literature,NA
1298,2004,2004,2004,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0.01,NA,NA,119,discard,1,REF079,primary literature,NA
1298,2004,2004,2004,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0.01,NA,NA,119,discard,1,REF079,primary literature,NA
1299,2005,2005,2005,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sprat,Sprattus sprattus,NA,NA,NA,126425,Sprattus sprattus,126425,0.18,NA,NA,11,discard,1,REF079,primary literature,NA
1299,2005,2005,2005,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sprat,Sprattus sprattus,NA,NA,NA,126425,Sprattus sprattus,126425,0.18,NA,NA,11,discard,1,REF079,primary literature,NA
1300,2005,2005,2005,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sandeel,Ammodytes marinus,NA,NA,NA,126751,Ammodytes marinus,126751,0.64,NA,NA,11,discard,1,REF079,primary literature,NA
1300,2005,2005,2005,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sandeel,Ammodytes marinus,NA,NA,NA,126751,Ammodytes marinus,126751,0.64,NA,NA,11,discard,1,REF079,primary literature,NA
1301,2005,2005,2005,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,whiting,Merlangius merlangus,NA,NA,NA,126438,Merlangius merlangus,126438,0.18,NA,NA,11,discard,1,REF079,primary literature,NA
1301,2005,2005,2005,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,whiting,Merlangius merlangus,NA,NA,NA,126438,Merlangius merlangus,126438,0.18,NA,NA,11,discard,1,REF079,primary literature,NA
1302,2005,2005,2005,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0,NA,NA,11,discard,1,REF079,primary literature,NA
1302,2005,2005,2005,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0,NA,NA,11,discard,1,REF079,primary literature,NA
1303,2006,2006,2006,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sprat,Sprattus sprattus,NA,NA,NA,126425,Sprattus sprattus,126425,0.08,NA,NA,40,discard,1,REF079,primary literature,NA
1303,2006,2006,2006,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sprat,Sprattus sprattus,NA,NA,NA,126425,Sprattus sprattus,126425,0.08,NA,NA,40,discard,1,REF079,primary literature,NA
1304,2006,2006,2006,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sandeel,Ammodytes marinus,NA,NA,NA,126751,Ammodytes marinus,126751,0.4,NA,NA,40,discard,1,REF079,primary literature,NA
1304,2006,2006,2006,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sandeel,Ammodytes marinus,NA,NA,NA,126751,Ammodytes marinus,126751,0.4,NA,NA,40,discard,1,REF079,primary literature,NA
1305,2006,2006,2006,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,whiting,Merlangius merlangus,NA,NA,NA,126438,Merlangius merlangus,126438,0.13,NA,NA,40,discard,1,REF079,primary literature,NA
1305,2006,2006,2006,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,whiting,Merlangius merlangus,NA,NA,NA,126438,Merlangius merlangus,126438,0.13,NA,NA,40,discard,1,REF079,primary literature,NA
1306,2006,2006,2006,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0.41,NA,NA,40,discard,1,REF079,primary literature,NA
1306,2006,2006,2006,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0.41,NA,NA,40,discard,1,REF079,primary literature,NA
1307,2007,2007,2007,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sprat,Sprattus sprattus,NA,NA,NA,126425,Sprattus sprattus,126425,0.05,NA,NA,19,discard,1,REF079,primary literature,NA
1307,2007,2007,2007,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sprat,Sprattus sprattus,NA,NA,NA,126425,Sprattus sprattus,126425,0.05,NA,NA,19,discard,1,REF079,primary literature,NA
1308,2007,2007,2007,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sandeel,Ammodytes marinus,NA,NA,NA,126751,Ammodytes marinus,126751,0.47,NA,NA,19,discard,1,REF079,primary literature,NA
1308,2007,2007,2007,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,sandeel,Ammodytes marinus,NA,NA,NA,126751,Ammodytes marinus,126751,0.47,NA,NA,19,discard,1,REF079,primary literature,NA
1309,2007,2007,2007,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,whiting,Merlangius merlangus,NA,NA,NA,126438,Merlangius merlangus,126438,0.16,NA,NA,19,discard,1,REF079,primary literature,NA
1309,2007,2007,2007,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,whiting,Merlangius merlangus,NA,NA,NA,126438,Merlangius merlangus,126438,0.16,NA,NA,19,discard,1,REF079,primary literature,NA
1310,2007,2007,2007,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0.32,NA,NA,19,discard,1,REF079,primary literature,NA
1310,2007,2007,2007,Canna,57.05,-6.53,Common guillemot,Uria aalge,breeding,adult,137133,Uria aalge,137133,gadids,Gadidae,NA,NA,NA,125469,Gadidae,125469,0.32,NA,NA,19,discard,1,REF079,primary literature,NA
1311,1991,1991,1991,Fair Isle,59.56,-1.63,Common guillemot,Uria aalge,breeding,chick,137133,Uria aalge,137133,"sandeeks, all ages",Ammodytidae,NA,NA,NA,125516,Ammodytidae,125516,0.9,NA,NA,NA,regurgitate,1,REF097,report,NA
1311,1991,1991,1991,Fair Isle,59.56,-1.63,Common guillemot,Uria aalge,breeding,chick,137133,Uria aalge,137133,"sandeeks, all ages",Ammodytidae,NA,NA,NA,125516,Ammodytidae,125516,0.9,NA,NA,NA,regurgitate,1,REF097,report,NA
